event_id,claim_id,policy_no,event_date,event_type,event_channel,handler_name,amount,outcome,sla_met,response_time_hrs,notes,system_source,created_at
EVT-000248,CLM-00331,POL-178898,2021-12-21,Payment Issued,Email,Jason Williams,14783.24,Escalated,True,20.3,"Payment of $14,783.24 issued to claimant. Check #541467.",CMS,2021-12-21
EVT-000249,CLM-00013,POL-987204,2023-11-14,Settlement Offered,Phone,James Carter,,No Action Needed,True,53.4,,EmailGateway,2023-11-14
EVT-000250,CLM-00938,POL-523389,2020-01-22,New Claim,Web Portal,Margaret Rivera,,Pending,False,62.1,Claim received and assigned claim number. Initial triage completed.,Portal,2020-01-22
EVT-000251,CLM-00478,POL-783823,2021-03-15,Settlement Offered,Email,Christopher Hall,,Pending,True,22.8,,MobileApp,2021-03-15
EVT-000252,CLM-00973,POL-946305,2022-09-02,Status Update,Email,Sandra Anderson,,No Action Needed,True,66.6,Claim status updated to Pending Documentation. Adjuster notes recorded.,CMS,2022-09-02
EVT-000253,CLM-00062,POL-299448,2023-04-02,Status Update,Email,Kimberly Thomas,,Pending,False,65.7,Claim status updated to Settled. Adjuster notes recorded.,MobileApp,2023-04-02
EVT-000254,CLM-00945,POL-373432,2023-03-25,Inspection Completed,Email,James Carter,,Escalated,True,6.0,On-site inspection completed. Findings: Damage less than reported.,EmailGateway,2023-03-25
EVT-000255,CLM-00276,POL-378082,2023-02-09,Claim Closed,Mobile App,Kimberly Phillips,,Follow-up Required,True,19.3,Claim closed. Final disposition: Withdrawn by claimant.,CMS,2023-02-09
EVT-000256,CLM-00007,POL-765046,2021-11-08,Claim Closed,Fax,Margaret Rivera,,Escalated,False,44.1,Claim closed. Final disposition: Paid in full.,CMS,2021-11-08
EVT-000257,CLM-00336,POL-905934,2020-03-18,Inspection Completed,Phone,Kimberly Thomas,,Pending,True,30.5,On-site inspection completed. Findings: Damage consistent with claim.,Portal,2020-03-18
EVT-000258,CLM-00473,POL-823378,2020-01-22,Appeal Filed,Phone,Jessica Baker,,No Action Needed,True,70.1,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2020-01-22
EVT-000259,CLM-00644,POL-112038,2022-01-14,Payment Issued,Mobile App,Susan Harris,7507.12,Follow-up Required,True,34.4,"Payment of $7,507.12 issued to claimant. Check #606386.",EmailGateway,2022-01-14
EVT-000260,CLM-00373,POL-392075,2023-09-07,Payment Issued,Phone,Margaret Rivera,39190.05,Pending,True,49.8,"Payment of $39,190.05 issued to claimant. Check #873364.",MobileApp,2023-09-07
EVT-000261,CLM-00542,POL-167136,2020-09-24,Settlement Accepted,In-Person,Christopher Hall,,Escalated,True,61.3,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2020-09-24
EVT-000262,CLM-00562,POL-340062,2022-04-30,Settlement Accepted,Email,Jessica Baker,,Follow-up Required,False,59.3,Claimant accepted settlement offer. Release form sent for signature.,Portal,2022-04-30
EVT-000263,CLM-00054,POL-989921,2023-11-07,Settlement Offered,Web Portal,Kimberly Phillips,,Escalated,True,7.7,,Portal,2023-11-07
EVT-000264,CLM-00856,POL-373432,2020-01-14,New Claim,Fax,Margaret Rivera,,No Action Needed,True,2.0,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2020-01-14
EVT-000265,CLM-00500,POL-595631,2020-12-18,Claim Closed,In-Person,Joseph Johnson,,Pending,True,43.2,Claim closed. Final disposition: Paid in full.,Portal,2020-12-18
EVT-000266,CLM-00740,POL-544154,2024-03-17,Settlement Accepted,Fax,Sandra Carter,,Completed,True,5.8,Claimant accepted settlement offer. Release form sent for signature.,CMS,2024-03-17
EVT-000267,CLM-00644,POL-112038,2024-12-27,Document Submitted,Email,Christopher Hall,,Pending,True,25.2,Document type: Repair estimate received via Email.,MobileApp,2024-12-27
EVT-000268,CLM-00202,POL-133659,2022-05-18,Payment Issued,Mobile App,Susan Nguyen,26584.22,No Action Needed,True,3.4,"Payment of $26,584.22 issued to claimant. Check #118193.",CMS,2022-05-18
EVT-000269,CLM-00553,POL-688153,2023-08-01,Status Update,Email,Sandra Carter,,Completed,True,45.5,Claim status updated to Approved. Adjuster notes recorded.,Portal,2023-08-01
EVT-000270,CLM-00090,POL-617488,2020-10-05,Inspection Scheduled,Fax,Jessica Baker,,Completed,True,2.8,Field inspection scheduled for 2020-10-18. Inspector: James Carter.,PhoneSystem,2020-10-05
EVT-000271,CLM-00341,POL-238890,2020-12-31,New Claim,Fax,Donald Rodriguez,,Completed,False,8.8,Claim received and assigned claim number. Initial triage completed.,MobileApp,2020-12-31
EVT-000272,CLM-00029,POL-182582,2022-11-11,Inspection Completed,Fax,Margaret Rivera,,Completed,True,59.6,On-site inspection completed. Findings: Pre-existing damage noted.,PhoneSystem,2022-11-11
EVT-000273,CLM-00062,POL-299448,2024-09-14,Status Update,Phone,Jason Williams,,No Action Needed,False,57.8,Claim status updated to Pending Documentation. Adjuster notes recorded.,Portal,2024-09-14
EVT-000274,CLM-00580,POL-883300,2020-04-22,Claim Closed,Mobile App,Jessica Baker,,Escalated,True,35.7,Claim closed. Final disposition: Duplicate claim.,CMS,2020-04-22
EVT-000275,CLM-00615,POL-736059,2020-07-09,New Claim,Web Portal,Sandra Carter,,Follow-up Required,True,56.8,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2020-07-09
EVT-000276,CLM-00770,POL-208618,2022-04-18,Status Update,Phone,Sandra Anderson,,Escalated,True,58.9,Claim status updated to Awaiting Inspection. Adjuster notes recorded.,EmailGateway,2022-04-18
EVT-000277,CLM-00344,POL-133659,2024-11-28,Payment Issued,Mobile App,Jason Williams,37264.96,Pending,True,67.8,"Payment of $37,264.96 issued to claimant. Check #595983.",PhoneSystem,2024-11-28
EVT-000278,CLM-00488,POL-330283,2021-11-22,New Claim,In-Person,Patricia Garcia,,No Action Needed,True,60.8,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2021-11-22
EVT-000279,CLM-00541,POL-994141,2021-11-08,Settlement Accepted,In-Person,Jason Perez,,Completed,False,70.7,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2021-11-08
EVT-000280,CLM-00864,POL-969634,2022-07-13,Inspection Completed,Mobile App,Kimberly Phillips,,Completed,True,20.9,On-site inspection completed. Findings: Damage consistent with claim.,CMS,2022-07-13
EVT-000281,CLM-00256,POL-122056,2020-02-12,Settlement Offered,Email,Kimberly Martinez,,Completed,True,45.0,,EmailGateway,2020-02-12
EVT-000282,CLM-00550,POL-170674,2020-02-13,New Claim,Fax,James Carter,,Follow-up Required,True,4.9,Claim received and assigned claim number. Initial triage completed.,MobileApp,2020-02-13
EVT-000283,CLM-00326,POL-212235,2021-05-17,Inspection Scheduled,Fax,Kimberly Martinez,,Completed,True,21.9,Field inspection scheduled for 2021-05-25. Inspector: Kimberly Thomas.,PhoneSystem,2021-05-17
EVT-000284,CLM-00243,POL-994141,2024-04-11,Claim Closed,Web Portal,Kimberly Phillips,,Pending,False,55.7,Claim closed. Final disposition: Withdrawn by claimant.,MobileApp,2024-04-11
EVT-000285,CLM-00916,POL-609231,2021-12-05,Status Update,In-Person,Patricia Garcia,,Escalated,True,68.4,Claim status updated to In Litigation. Adjuster notes recorded.,PhoneSystem,2021-12-05
EVT-000286,CLM-00938,POL-523389,2021-11-21,Document Submitted,In-Person,Donald Rodriguez,,Pending,True,38.6,Document type: Police report received via In-Person.,MobileApp,2021-11-21
EVT-000287,CLM-00988,POL-974244,2024-08-20,Appeal Filed,Phone,Jessica Baker,,Pending,False,36.4,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2024-08-20
EVT-000288,CLM-00821,POL-272634,2023-01-12,Settlement Offered,Fax,Amanda Miller,,Pending,True,41.6,,EmailGateway,2023-01-12
EVT-000289,CLM-00975,POL-716886,2022-08-24,Document Submitted,Web Portal,James Carter,,Pending,True,2.4,Document type: Repair estimate received via Web Portal.,PhoneSystem,2022-08-24
EVT-000290,CLM-00419,POL-559469,2023-12-14,Appeal Filed,Fax,Amanda Miller,,Completed,True,58.7,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2023-12-14
EVT-000291,CLM-00752,POL-185965,2020-11-16,Settlement Accepted,In-Person,Joseph Johnson,,No Action Needed,True,19.3,Claimant accepted settlement offer. Release form sent for signature.,CMS,2020-11-16
EVT-000292,CLM-00596,POL-299122,2020-02-24,Document Submitted,Web Portal,Susan Nguyen,,Pending,False,41.3,Document type: Photos received via Web Portal.,EmailGateway,2020-02-24
EVT-000293,CLM-00780,POL-161483,2021-04-14,New Claim,In-Person,Amanda Miller,,Pending,True,9.4,Claim received and assigned claim number. Initial triage completed.,MobileApp,2021-04-14
EVT-000294,CLM-00438,POL-684004,2021-07-31,Settlement Offered,Phone,Patricia Garcia,,Completed,True,56.3,,PhoneSystem,2021-07-31
EVT-000295,CLM-00727,POL-665579,2021-07-08,Settlement Offered,Phone,Jessica Baker,,Escalated,True,1.3,,PhoneSystem,2021-07-08
EVT-000296,CLM-00569,POL-839945,2022-11-20,Payment Issued,In-Person,Susan Nguyen,7490.71,Completed,True,58.2,"Payment of $7,490.71 issued to claimant. Check #966673.",EmailGateway,2022-11-20
EVT-000297,CLM-00959,POL-839945,2024-10-19,Document Submitted,Phone,Cynthia Nguyen,,No Action Needed,True,49.1,Document type: Tax return received via Phone.,CMS,2024-10-19
EVT-000298,CLM-00748,POL-237174,2024-03-29,Settlement Accepted,Mobile App,Joseph Johnson,,No Action Needed,False,18.0,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2024-03-29
EVT-000299,CLM-00961,POL-684004,2024-06-02,Settlement Accepted,Mobile App,Cynthia Nguyen,,Completed,True,1.1,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2024-06-02
EVT-000300,CLM-00081,POL-814825,2024-07-09,Settlement Offered,In-Person,Susan Harris,,Completed,True,50.0,,EmailGateway,2024-07-09
EVT-000301,CLM-00436,POL-361941,2024-01-12,Status Update,Mobile App,Kimberly Martinez,,Pending,False,60.1,Claim status updated to Escalated. Adjuster notes recorded.,CMS,2024-01-12
EVT-000302,CLM-00432,POL-627276,2020-05-18,Settlement Offered,Phone,Sandra Carter,,Escalated,True,44.1,,EmailGateway,2020-05-18
EVT-000303,CLM-00980,POL-329974,2023-01-01,Document Submitted,Mobile App,Margaret Rivera,,Pending,True,4.9,Document type: Medical records received via Mobile App.,MobileApp,2023-01-01
EVT-000304,CLM-00535,POL-712554,2021-11-16,Inspection Completed,In-Person,Jessica Baker,,No Action Needed,True,59.8,On-site inspection completed. Findings: Damage less than reported.,EmailGateway,2021-11-16
EVT-000305,CLM-00746,POL-824586,2023-10-28,Payment Issued,Web Portal,James Carter,24517.83,Follow-up Required,True,12.0,"Payment of $24,517.83 issued to claimant. Check #304130.",CMS,2023-10-28
EVT-000306,CLM-00479,POL-110139,2024-02-05,Payment Issued,In-Person,Jessica Baker,36712.62,Pending,False,58.6,"Payment of $36,712.62 issued to claimant. Check #403946.",MobileApp,2024-02-05
EVT-000307,CLM-00184,POL-544154,2022-12-11,Claim Closed,Mobile App,Donald Rodriguez,,Follow-up Required,True,22.7,Claim closed. Final disposition: Withdrawn by claimant.,MobileApp,2022-12-11
EVT-000308,CLM-00507,POL-526156,2022-08-29,Appeal Filed,Phone,James Carter,,Pending,True,26.5,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2022-08-29
EVT-000309,CLM-00941,POL-265840,2020-09-09,Inspection Completed,Mobile App,Jason Williams,,No Action Needed,True,50.0,On-site inspection completed. Findings: Pre-existing damage noted.,EmailGateway,2020-09-09
EVT-000310,CLM-00543,POL-761759,2021-06-16,Appeal Filed,Mobile App,Kimberly Thomas,,Escalated,True,46.0,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2021-06-16
EVT-000311,CLM-00086,POL-431535,2023-08-13,New Claim,Email,Margaret Rivera,,Escalated,False,35.9,Claim received and assigned claim number. Initial triage completed.,CMS,2023-08-13
EVT-000312,CLM-00164,POL-738551,2024-08-13,Status Update,Fax,Margaret Rivera,,Completed,True,25.7,Claim status updated to Pending Documentation. Adjuster notes recorded.,Portal,2024-08-13
EVT-000313,CLM-00125,POL-955662,2023-10-21,Payment Issued,Phone,Amanda Miller,34789.13,Completed,True,56.8,"Payment of $34,789.13 issued to claimant. Check #359579.",MobileApp,2023-10-21
EVT-000314,CLM-00164,POL-738551,2023-03-27,Settlement Offered,Mobile App,Donald Rodriguez,,Completed,True,68.2,,CMS,2023-03-27
EVT-000315,CLM-00834,POL-214576,2023-08-07,Payment Issued,Email,Susan Harris,20369.57,Pending,False,40.6,"Payment of $20,369.57 issued to claimant. Check #999581.",EmailGateway,2023-08-07
EVT-000316,CLM-00488,POL-330283,2022-09-12,Inspection Scheduled,Web Portal,Jessica Baker,,Follow-up Required,True,68.6,Field inspection scheduled for 2022-09-17. Inspector: Margaret Rivera.,PhoneSystem,2022-09-12
EVT-000317,CLM-00278,POL-790993,2023-03-04,Appeal Filed,In-Person,Patricia Scott,,Completed,True,64.8,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2023-03-04
EVT-000318,CLM-00490,POL-765095,2022-10-20,Status Update,Mobile App,Margaret Rivera,,Pending,True,42.2,Claim status updated to Under Review. Adjuster notes recorded.,Portal,2022-10-20
EVT-000319,CLM-00963,POL-359947,2024-08-29,Document Submitted,Web Portal,Cynthia Nguyen,,Escalated,True,71.4,Document type: Medical records received via Web Portal.,EmailGateway,2024-08-29
EVT-000320,CLM-00973,POL-946305,2020-08-24,Document Submitted,Phone,Kimberly Thomas,,Follow-up Required,True,27.7,Document type: Photos received via Phone.,MobileApp,2020-08-24
EVT-000321,CLM-00186,POL-783823,2021-07-06,Document Submitted,Email,Jason Perez,,Escalated,True,9.6,Document type: Tax return received via Email.,MobileApp,2021-07-06
EVT-000322,CLM-00582,POL-324130,2023-03-06,Settlement Accepted,Email,Amanda Miller,,Completed,True,36.4,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2023-03-06
EVT-000323,CLM-00964,POL-340174,2020-08-27,Claim Closed,Fax,Jessica Baker,,Completed,True,60.6,Claim closed. Final disposition: Denied.,PhoneSystem,2020-08-27
EVT-000324,CLM-00411,POL-197793,2022-07-14,New Claim,Fax,Sandra Carter,,Escalated,False,17.6,Claim received and assigned claim number. Initial triage completed.,CMS,2022-07-14
EVT-000325,CLM-00031,POL-867460,2024-04-06,Appeal Filed,Email,Sandra Carter,,Escalated,True,40.6,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2024-04-06
EVT-000326,CLM-00403,POL-246991,2020-05-12,Appeal Filed,Email,Susan Harris,,Follow-up Required,True,71.3,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2020-05-12
EVT-000327,CLM-00021,POL-522179,2024-03-26,Status Update,Mobile App,Christopher Hall,,Escalated,True,2.3,Claim status updated to Settled. Adjuster notes recorded.,MobileApp,2024-03-26
EVT-000328,CLM-00682,POL-351083,2021-05-02,Inspection Completed,Mobile App,Jason Perez,,Completed,True,60.5,On-site inspection completed. Findings: Damage exceeds initial estimate.,PhoneSystem,2021-05-02
EVT-000329,CLM-00246,POL-156802,2021-01-31,Settlement Accepted,Mobile App,Jason Williams,,Follow-up Required,True,65.4,Claimant accepted settlement offer. Release form sent for signature.,Portal,2021-01-31
EVT-000330,CLM-00515,POL-681542,2023-10-08,Status Update,Fax,Kimberly Thomas,,No Action Needed,True,16.5,Claim status updated to Under Review. Adjuster notes recorded.,Portal,2023-10-08
EVT-000331,CLM-00396,POL-158655,2020-12-02,Settlement Accepted,Fax,Kimberly Thomas,,Pending,True,27.5,Claimant accepted settlement offer. Release form sent for signature.,Portal,2020-12-02
EVT-000332,CLM-00608,POL-378082,2021-07-25,Inspection Scheduled,Email,James Carter,,Escalated,False,11.2,Field inspection scheduled for 2021-08-04. Inspector: Jason Williams.,Portal,2021-07-25
EVT-000333,CLM-00658,POL-231869,2021-05-16,Payment Issued,Web Portal,Susan Nguyen,37343.98,No Action Needed,True,27.3,"Payment of $37,343.98 issued to claimant. Check #497171.",EmailGateway,2021-05-16
EVT-000334,CLM-00667,POL-955662,2024-12-26,Inspection Completed,In-Person,Sandra Anderson,,Completed,True,52.8,On-site inspection completed. Findings: Damage consistent with claim.,MobileApp,2024-12-26
EVT-000335,CLM-00770,POL-208618,2020-06-19,Claim Closed,Fax,Jason Williams,,Follow-up Required,False,70.7,Claim closed. Final disposition: Paid in full.,PhoneSystem,2020-06-19
EVT-000336,CLM-00831,POL-632323,2023-05-18,Settlement Offered,Web Portal,Joseph Johnson,,Follow-up Required,True,42.6,,PhoneSystem,2023-05-18
EVT-000337,CLM-00633,POL-217308,2023-01-25,New Claim,Phone,Christopher Hall,,Follow-up Required,True,59.9,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2023-01-25
EVT-000338,CLM-00962,POL-891952,2021-12-16,Inspection Completed,Web Portal,Susan Harris,,No Action Needed,True,35.5,On-site inspection completed. Findings: Pre-existing damage noted.,EmailGateway,2021-12-16
EVT-000339,CLM-00576,POL-725380,2021-01-20,Document Submitted,Email,Jason Perez,,Escalated,True,71.2,Document type: Proof of ownership received via Email.,EmailGateway,2021-01-20
EVT-000340,CLM-00654,POL-634277,2023-07-19,Payment Issued,Mobile App,Sharon Anderson,27091.61,Pending,True,10.9,"Payment of $27,091.61 issued to claimant. Check #723102.",EmailGateway,2023-07-19
EVT-000341,CLM-00259,POL-526833,2021-12-10,Appeal Filed,Fax,Cynthia Nguyen,,No Action Needed,True,59.2,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2021-12-10
EVT-000342,CLM-00096,POL-260265,2022-01-10,Claim Closed,Fax,Sandra Anderson,,Escalated,False,12.4,Claim closed. Final disposition: Partially paid.,PhoneSystem,2022-01-10
EVT-000343,CLM-00345,POL-308573,2020-02-05,Status Update,Email,Sandra Anderson,,Escalated,True,6.1,Claim status updated to Settled. Adjuster notes recorded.,Portal,2020-02-05
EVT-000344,CLM-00452,POL-110139,2021-01-29,Document Submitted,Phone,Sandra Carter,,Pending,True,45.6,Document type: Police report received via Phone.,CMS,2021-01-29
EVT-000345,CLM-00985,POL-887352,2024-06-24,Appeal Filed,In-Person,Joseph Johnson,,No Action Needed,True,45.2,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2024-06-24
EVT-000346,CLM-00827,POL-246991,2021-08-04,Settlement Accepted,In-Person,Christopher Hall,,Escalated,False,40.6,Claimant accepted settlement offer. Release form sent for signature.,CMS,2021-08-04
EVT-000347,CLM-00590,POL-515011,2020-12-12,Claim Closed,In-Person,Susan Harris,,Follow-up Required,True,42.1,Claim closed. Final disposition: Partially paid.,Portal,2020-12-12
EVT-000348,CLM-00539,POL-755674,2024-10-28,Payment Issued,Web Portal,Susan Harris,760.32,No Action Needed,True,61.1,Payment of $760.32 issued to claimant. Check #253499.,EmailGateway,2024-10-28
EVT-000349,CLM-00196,POL-551989,2024-11-22,Document Submitted,Phone,Patricia Garcia,,Pending,True,17.5,Document type: Proof of ownership received via Phone.,EmailGateway,2024-11-22
EVT-000350,CLM-00936,POL-903035,2024-09-11,Claim Closed,Phone,Jessica Baker,,Completed,True,7.2,Claim closed. Final disposition: Denied.,EmailGateway,2024-09-11
EVT-000351,CLM-00301,POL-668532,2024-08-24,Inspection Scheduled,Mobile App,Cynthia Nguyen,,Follow-up Required,False,40.6,Field inspection scheduled for 2024-08-29. Inspector: Patricia Garcia.,EmailGateway,2024-08-24
EVT-000352,CLM-00599,POL-555884,2020-02-08,New Claim,In-Person,Jason Williams,,Pending,False,3.4,Claim received and assigned claim number. Initial triage completed.,CMS,2020-02-08
EVT-000353,CLM-00848,POL-598369,2022-12-17,Settlement Accepted,In-Person,Patricia Garcia,,Escalated,False,18.0,Claimant accepted settlement offer. Release form sent for signature.,CMS,2022-12-17
EVT-000354,CLM-00991,POL-214975,2022-01-17,Payment Issued,In-Person,Patricia Scott,25911.7,Pending,True,17.5,"Payment of $25,911.70 issued to claimant. Check #205740.",EmailGateway,2022-01-17
EVT-000355,CLM-00128,POL-109767,2022-06-02,New Claim,Phone,Susan Harris,,Pending,True,5.4,Claim received and assigned claim number. Initial triage completed.,CMS,2022-06-02
EVT-000356,CLM-00041,POL-755674,2020-07-18,Inspection Completed,Phone,Margaret Rivera,,Follow-up Required,False,48.9,On-site inspection completed. Findings: Damage less than reported.,PhoneSystem,2020-07-18
EVT-000357,CLM-00961,POL-684004,2023-10-12,Document Submitted,Fax,Sandra Anderson,,Completed,True,4.1,Document type: Signed statement received via Fax.,PhoneSystem,2023-10-12
EVT-000358,CLM-00343,POL-260263,2021-02-15,Status Update,In-Person,Sandra Anderson,,Pending,False,6.2,Claim status updated to Denied. Adjuster notes recorded.,EmailGateway,2021-02-15
EVT-000359,CLM-00795,POL-375504,2023-11-22,Document Submitted,Fax,Sandra Anderson,,Pending,False,65.6,Document type: Medical records received via Fax.,PhoneSystem,2023-11-22
EVT-000360,CLM-00041,POL-755674,2023-04-06,Inspection Scheduled,Web Portal,Amanda Miller,,Pending,False,1.1,Field inspection scheduled for 2023-04-12. Inspector: Donald Rodriguez.,CMS,2023-04-06
EVT-000361,CLM-00408,POL-634277,2020-06-16,Appeal Filed,Fax,Jason Perez,,Pending,False,12.1,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2020-06-16
EVT-000362,CLM-00493,POL-905635,2022-02-01,Settlement Accepted,Web Portal,Christopher Hall,,Completed,True,59.3,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2022-02-01
EVT-000363,CLM-00630,POL-376807,2023-02-15,Settlement Accepted,Phone,Kimberly Martinez,,Pending,True,71.2,Claimant accepted settlement offer. Release form sent for signature.,Portal,2023-02-15
EVT-000364,CLM-00955,POL-808011,2021-04-20,Inspection Completed,In-Person,Sandra Anderson,,Escalated,True,10.8,On-site inspection completed. Findings: Damage exceeds initial estimate.,PhoneSystem,2021-04-20
EVT-000365,CLM-00078,POL-182582,2020-02-04,Status Update,Web Portal,Kimberly Phillips,,No Action Needed,True,54.5,Claim status updated to Denied. Adjuster notes recorded.,EmailGateway,2020-02-04
EVT-000366,CLM-00432,POL-627276,2020-01-26,Appeal Filed,Phone,Margaret Rivera,,Pending,True,2.5,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2020-01-26
EVT-000367,CLM-00241,POL-629959,2023-06-17,Settlement Accepted,In-Person,Jessica Baker,,No Action Needed,False,19.2,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2023-06-17
EVT-000368,CLM-00970,POL-697347,2022-11-24,New Claim,Email,Sandra Carter,,Escalated,True,45.5,Claim received and assigned claim number. Initial triage completed.,CMS,2022-11-24
EVT-000369,CLM-00457,POL-352572,2024-08-20,Appeal Filed,Fax,Sandra Carter,,Escalated,False,27.5,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2024-08-20
EVT-000370,CLM-00804,POL-604740,2022-05-26,Claim Closed,Email,Jason Williams,,No Action Needed,False,50.4,Claim closed. Final disposition: Duplicate claim.,EmailGateway,2022-05-26
EVT-000371,CLM-00630,POL-376807,2024-03-21,Inspection Scheduled,Fax,Kimberly Phillips,,Pending,True,21.6,Field inspection scheduled for 2024-03-29. Inspector: Margaret Rivera.,EmailGateway,2024-03-21
EVT-000372,CLM-00685,POL-518801,2023-02-17,Document Submitted,Phone,Sandra Anderson,,Escalated,True,69.9,Document type: Medical records received via Phone.,MobileApp,2023-02-17
EVT-000373,CLM-00080,POL-514850,2021-04-25,Settlement Offered,Email,Sandra Anderson,,Escalated,True,5.3,,EmailGateway,2021-04-25
EVT-000374,CLM-00652,POL-431535,2020-05-06,Inspection Completed,Mobile App,Patricia Garcia,,Completed,True,10.9,On-site inspection completed. Findings: Further review required.,CMS,2020-05-06
EVT-000375,CLM-00197,POL-656926,2020-03-19,Inspection Scheduled,Email,Joseph Johnson,,Completed,True,65.6,Field inspection scheduled for 2020-03-29. Inspector: Christopher Hall.,PhoneSystem,2020-03-19
EVT-000376,CLM-00903,POL-340062,2021-02-03,Document Submitted,Email,Sharon Anderson,,Escalated,True,1.2,Document type: Signed statement received via Email.,EmailGateway,2021-02-03
EVT-000377,CLM-00854,POL-865990,2020-11-26,Settlement Offered,Phone,Susan Harris,,Follow-up Required,True,20.9,,MobileApp,2020-11-26
EVT-000378,CLM-00056,POL-322955,2022-06-03,Appeal Filed,Mobile App,Kimberly Thomas,,No Action Needed,True,5.0,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2022-06-03
EVT-000379,CLM-00088,POL-156802,2020-09-28,Appeal Filed,Web Portal,Jason Williams,,Completed,True,9.0,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2020-09-28
EVT-000380,CLM-00242,POL-974244,2023-02-10,Settlement Offered,Mobile App,Kimberly Martinez,,Escalated,True,65.7,,CMS,2023-02-10
EVT-000381,CLM-00417,POL-107540,2023-07-28,Claim Closed,Email,Kimberly Martinez,,Completed,True,14.4,Claim closed. Final disposition: Partially paid.,PhoneSystem,2023-07-28
EVT-000382,CLM-00852,POL-352572,2021-08-31,Payment Issued,Fax,Kimberly Thomas,10747.57,Pending,True,45.5,"Payment of $10,747.57 issued to claimant. Check #262081.",CMS,2021-08-31
EVT-000383,CLM-00457,POL-352572,2021-05-19,Settlement Offered,Email,James Carter,,Follow-up Required,False,31.6,,EmailGateway,2021-05-19
EVT-000384,CLM-00732,POL-881177,2023-05-26,New Claim,Web Portal,Sharon Anderson,,Follow-up Required,True,53.4,Claim received and assigned claim number. Initial triage completed.,MobileApp,2023-05-26
EVT-000385,CLM-00594,POL-542374,2021-07-24,Claim Closed,Email,Donald Rodriguez,,Escalated,True,13.9,Claim closed. Final disposition: Withdrawn by claimant.,MobileApp,2021-07-24
EVT-000386,CLM-00450,POL-604740,2023-06-02,Settlement Accepted,Email,Sharon Anderson,,No Action Needed,True,63.5,Claimant accepted settlement offer. Release form sent for signature.,CMS,2023-06-02
EVT-000387,CLM-00635,POL-944151,2021-06-18,Inspection Completed,Fax,Kimberly Phillips,,Completed,True,30.2,On-site inspection completed. Findings: Damage consistent with claim.,PhoneSystem,2021-06-18
EVT-000388,CLM-00014,POL-161324,2023-04-07,Status Update,Fax,Sandra Anderson,,Pending,True,27.5,Claim status updated to Escalated. Adjuster notes recorded.,PhoneSystem,2023-04-07
EVT-000389,CLM-00331,POL-178898,2024-06-13,Document Submitted,In-Person,Kimberly Phillips,,Escalated,True,19.6,Document type: Repair estimate received via In-Person.,PhoneSystem,2024-06-13
EVT-000390,CLM-00803,POL-349565,2022-11-11,Status Update,Mobile App,Jason Williams,,Follow-up Required,False,39.9,Claim status updated to Denied. Adjuster notes recorded.,PhoneSystem,2022-11-11
EVT-000391,CLM-01000,POL-704201,2023-06-07,Status Update,Web Portal,Patricia Scott,,Follow-up Required,True,31.9,Claim status updated to Escalated. Adjuster notes recorded.,MobileApp,2023-06-07
EVT-000392,CLM-00708,POL-354801,2020-02-29,Appeal Filed,Phone,Kimberly Phillips,,Completed,True,50.3,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2020-02-29
EVT-000393,CLM-00740,POL-544154,2020-12-05,Document Submitted,Web Portal,Jason Perez,,Completed,False,35.4,Document type: Signed statement received via Web Portal.,MobileApp,2020-12-05
EVT-000394,CLM-00402,POL-761759,2024-07-28,Inspection Completed,Phone,Amanda Miller,,No Action Needed,False,66.2,On-site inspection completed. Findings: Damage exceeds initial estimate.,EmailGateway,2024-07-28
EVT-000395,CLM-00311,POL-214576,2024-06-18,Settlement Offered,Phone,Kimberly Phillips,,Escalated,False,5.5,,PhoneSystem,2024-06-18
